experiment,baseline,target,scope,fold,repetition,permutation_seed,n,reference_mae_kg,result_mae_kg,delta_mae_kg,effect
permutation,dense,area_major_axis_product,fold,2,7,3425372424,27,43.306228,36.797540,-6.508688,improvement
permutation,dense,area_major_axis_product,fold,2,8,2960703242,27,43.306228,38.371607,-4.934621,improvement
permutation,dense,area_major_axis_product,fold,2,9,2758577893,27,43.306228,46.008844,2.702616,harm
permutation,dense,area_major_axis_product,fold,3,0,2131559429,26,58.930772,54.778574,-4.152197,improvement
permutation,dense,area_major_axis_product,fold,3,1,1682122232,26,58.930772,53.452624,-5.478148,improvement
permutation,dense,area_major_axis_product,fold,3,2,1676871248,26,58.930772,54.594653,-4.336119,improvement
permutation,dense,area_major_axis_product,fold,3,3,2985798672,26,58.930772,54.863639,-4.067133,improvement
permutation,dense,area_major_axis_product,fold,3,4,2823003821,26,58.930772,54.475768,-4.455004,improvement
permutation,dense,area_major_axis_product,fold,3,5,1375403626,26,58.930772,55.810430,-3.120341,improvement
permutation,dense,area_major_axis_product,fold,3,6,1921820980,26,58.930772,55.147641,-3.783130,improvement
permutation,dense,area_major_axis_product,fold,3,7,1802785945,26,58.930772,53.071003,-5.859769,improvement
permutation,dense,area_major_axis_product,fold,3,8,3362905852,26,58.930772,57.399566,-1.531206,improvement
permutation,dense,area_major_axis_product,fold,3,9,2097257444,26,58.930772,54.627690,-4.303082,improvement
permutation,dense,area_major_axis_product,fold,4,0,402562591,26,66.590015,57.731397,-8.858617,improvement
permutation,dense,area_major_axis_product,fold,4,1,2439496451,26,66.590015,71.132316,4.542301,harm
permutation,dense,area_major_axis_product,fold,4,2,579851601,26,66.590015,65.975314,-0.614701,neutral
permutation,dense,area_major_axis_product,fold,4,3,1107413388,26,66.590015,61.968176,-4.621839,improvement
permutation,dense,area_major_axis_product,fold,4,4,156675194,26,66.590015,58.767203,-7.822811,improvement
permutation,dense,area_major_axis_product,fold,4,5,457222490,26,66.590015,72.234571,5.644556,harm
permutation,dense,area_major_axis_product,fold,4,6,2694786638,26,66.590015,68.619278,2.029263,harm
permutation,dense,area_major_axis_product,fold,4,7,3350997187,26,66.590015,64.620338,-1.969677,improvement
permutation,dense,area_major_axis_product,fold,4,8,3241208858,26,66.590015,60.413077,-6.176938,improvement
permutation,dense,area_major_axis_product,fold,4,9,145315213,26,66.590015,66.418253,-0.171762,neutral
permutation,dense,area_major_axis_product,fold,5,0,2332631797,26,51.972007,61.652126,9.680119,harm
permutation,dense,area_major_axis_product,fold,5,1,2005316114,26,51.972007,54.694173,2.722166,harm
permutation,dense,area_major_axis_product,fold,5,2,694910954,26,51.972007,56.692699,4.720691,harm
permutation,dense,area_major_axis_product,fold,5,3,3927306647,26,51.972007,49.890787,-2.081221,improvement
permutation,dense,area_major_axis_product,fold,5,4,3521557193,26,51.972007,61.515783,9.543776,harm
permutation,dense,area_major_axis_product,fold,5,5,2892685617,26,51.972007,53.659633,1.687626,harm
permutation,dense,area_major_axis_product,fold,5,6,4268232414,26,51.972007,61.471034,9.499026,harm
permutation,dense,area_major_axis_product,fold,5,7,1613134985,26,51.972007,60.672017,8.700009,harm
permutation,dense,area_major_axis_product,fold,5,8,2907127582,26,51.972007,57.078843,5.106836,harm
permutation,dense,area_major_axis_product,fold,5,9,3456494374,26,51.972007,58.380145,6.408137,harm
permutation,dense,area_major_axis_product,oof,,0,,132,54.852306,53.640458,-1.211847,improvement
permutation,dense,area_major_axis_product,oof,,1,,132,54.852306,54.871763,0.019457,neutral
permutation,dense,area_major_axis_product,oof,,2,,132,54.852306,55.057727,0.205421,neutral
permutation,dense,area_major_axis_product,oof,,3,,132,54.852306,52.847209,-2.005097,improvement
permutation,dense,area_major_axis_product,oof,,4,,132,54.852306,54.226207,-0.626098,neutral
permutation,dense,area_major_axis_product,oof,,5,,132,54.852306,55.760483,0.908178,neutral
permutation,dense,area_major_axis_product,oof,,6,,132,54.852306,57.580546,2.728241,harm
permutation,dense,area_major_axis_product,oof,,7,,132,54.852306,54.216923,-0.635383,neutral
permutation,dense,area_major_axis_product,oof,,8,,132,54.852306,53.861419,-0.990886,neutral
permutation,dense,area_major_axis_product,oof,,9,,132,54.852306,55.274017,0.421711,neutral
permutation,dense,area_power_1_5,fold,1,0,1037705170,27,53.941613,61.560133,7.618520,harm
permutation,dense,area_power_1_5,fold,1,1,1670068679,27,53.941613,58.818924,4.877312,harm
permutation,dense,area_power_1_5,fold,1,2,1608368590,27,53.941613,50.240857,-3.700756,improvement
permutation,dense,area_power_1_5,fold,1,3,1480552461,27,53.941613,61.999560,8.057947,harm
permutation,dense,area_power_1_5,fold,1,4,2385311889,27,53.941613,55.264786,1.323174,harm
permutation,dense,area_power_1_5,fold,1,5,2952735277,27,53.941613,60.099314,6.157701,harm
permutation,dense,area_power_1_5,fold,1,6,1133924555,27,53.941613,61.706295,7.764682,harm
permutation,dense,area_power_1_5,fold,1,7,2677074029,27,53.941613,57.497700,3.556087,harm
permutation,dense,area_power_1_5,fold,1,8,2689450893,27,53.941613,58.365482,4.423869,harm
permutation,dense,area_power_1_5,fold,1,9,2712796784,27,53.941613,63.709880,9.768267,harm
permutation,dense,area_power_1_5,fold,2,0,1046740733,27,43.306228,49.003833,5.697605,harm
permutation,dense,area_power_1_5,fold,2,1,2989972570,27,43.306228,35.768242,-7.537986,improvement
permutation,dense,area_power_1_5,fold,2,2,1197200441,27,43.306228,45.958085,2.651857,harm
permutation,dense,area_power_1_5,fold,2,3,3691232154,27,43.306228,37.478994,-5.827233,improvement
permutation,dense,area_power_1_5,fold,2,4,1681518598,27,43.306228,39.717387,-3.588841,improvement
permutation,dense,area_power_1_5,fold,2,5,769021986,27,43.306228,47.862098,4.555870,harm
permutation,dense,area_power_1_5,fold,2,6,604087048,27,43.306228,42.436817,-0.869411,neutral
permutation,dense,area_power_1_5,fold,2,7,636756632,27,43.306228,41.416994,-1.889234,improvement
permutation,dense,area_power_1_5,fold,2,8,451159973,27,43.306228,38.182092,-5.124136,improvement
permutation,dense,area_power_1_5,fold,2,9,43341613,27,43.306228,39.294517,-4.011711,improvement
permutation,dense,area_power_1_5,fold,3,0,2285744507,26,58.930772,53.001433,-5.929339,improvement
permutation,dense,area_power_1_5,fold,3,1,3521526389,26,58.930772,53.902603,-5.028168,improvement
permutation,dense,area_power_1_5,fold,3,2,3070112140,26,58.930772,48.786923,-10.143849,improvement
permutation,dense,area_power_1_5,fold,3,3,3754208029,26,58.930772,51.673789,-7.256983,improvement
permutation,dense,area_power_1_5,fold,3,4,116151144,26,58.930772,49.547892,-9.382880,improvement
permutation,dense,area_power_1_5,fold,3,5,3920729914,26,58.930772,48.939069,-9.991702,improvement
permutation,dense,area_power_1_5,fold,3,6,4280741686,26,58.930772,48.186995,-10.743776,improvement
permutation,dense,area_power_1_5,fold,3,7,3204493216,26,58.930772,54.742000,-4.188771,improvement
permutation,dense,area_power_1_5,fold,3,8,4102151898,26,58.930772,56.795027,-2.135745,improvement
permutation,dense,area_power_1_5,fold,3,9,1733047474,26,58.930772,58.507484,-0.423287,neutral
permutation,dense,area_power_1_5,fold,4,0,1827773374,26,66.590015,62.624518,-3.965496,improvement
permutation,dense,area_power_1_5,fold,4,1,4252792465,26,66.590015,64.505089,-2.084926,improvement
permutation,dense,area_power_1_5,fold,4,2,127980848,26,66.590015,66.666906,0.076891,neutral
permutation,dense,area_power_1_5,fold,4,3,3736095477,26,66.590015,64.441787,-2.148228,improvement
permutation,dense,area_power_1_5,fold,4,4,3216885491,26,66.590015,65.732402,-0.857613,neutral
permutation,dense,area_power_1_5,fold,4,5,1997373056,26,66.590015,64.455831,-2.134183,improvement
permutation,dense,area_power_1_5,fold,4,6,3307660355,26,66.590015,63.867671,-2.722344,improvement
permutation,dense,area_power_1_5,fold,4,7,3362551828,26,66.590015,72.851977,6.261962,harm
permutation,dense,area_power_1_5,fold,4,8,2660396814,26,66.590015,66.385451,-0.204563,neutral
permutation,dense,area_power_1_5,fold,4,9,71745583,26,66.590015,63.894874,-2.695141,improvement
permutation,dense,area_power_1_5,fold,5,0,3585989589,26,51.972007,58.595397,6.623389,harm
permutation,dense,area_power_1_5,fold,5,1,3961010752,26,51.972007,54.670378,2.698370,harm
permutation,dense,area_power_1_5,fold,5,2,1707989068,26,51.972007,60.515463,8.543455,harm
permutation,dense,area_power_1_5,fold,5,3,1030309407,26,51.972007,55.063771,3.091763,harm
permutation,dense,area_power_1_5,fold,5,4,4022610367,26,51.972007,61.379653,9.407646,harm
permutation,dense,area_power_1_5,fold,5,5,713051777,26,51.972007,57.238884,5.266877,harm
permutation,dense,area_power_1_5,fold,5,6,3038923206,26,51.972007,59.316586,7.344579,harm
permutation,dense,area_power_1_5,fold,5,7,4176179918,26,51.972007,58.732043,6.760035,harm
permutation,dense,area_power_1_5,fold,5,8,2799932354,26,51.972007,58.095499,6.123492,harm
permutation,dense,area_power_1_5,fold,5,9,3225001334,26,51.972007,51.375257,-0.596751,neutral
permutation,dense,area_power_1_5,oof,,0,,132,54.852306,56.931683,2.079377,harm
permutation,dense,area_power_1_5,oof,,1,,132,54.852306,53.438510,-1.413796,improvement
permutation,dense,area_power_1_5,oof,,2,,132,54.852306,54.337674,-0.514631,neutral
permutation,dense,area_power_1_5,oof,,3,,132,54.852306,54.065030,-0.787275,neutral
permutation,dense,area_power_1_5,oof,,4,,132,54.852306,54.224828,-0.627477,neutral
permutation,dense,area_power_1_5,oof,,5,,132,54.852306,55.692701,0.840395,neutral
permutation,dense,area_power_1_5,oof,,6,,132,54.852306,55.056944,0.204638,neutral
permutation,dense,area_power_1_5,oof,,7,,132,54.852306,56.933131,2.080825,harm
permutation,dense,area_power_1_5,oof,,8,,132,54.852306,55.454242,0.601936,neutral
permutation,dense,area_power_1_5,oof,,9,,132,54.852306,55.298005,0.445700,neutral
permutation,dense,aspect_ratio,fold,1,0,1898791636,27,53.941613,51.087254,-2.854359,improvement
permutation,dense,aspect_ratio,fold,1,1,2119305638,27,53.941613,57.216064,3.274451,harm
permutation,dense,aspect_ratio,fold,1,2,2169352013,27,53.941613,59.677726,5.736113,harm
permutation,dense,aspect_ratio,fold,1,3,1515556851,27,53.941613,51.314831,-2.626782,improvement
permutation,dense,aspect_ratio,fold,1,4,2834104490,27,53.941613,58.679419,4.737807,harm
permutation,dense,aspect_ratio,fold,1,5,4231323976,27,53.941613,51.563112,-2.378501,improvement
permutation,dense,aspect_ratio,fold,1,6,1457073859,27,53.941613,58.002454,4.060841,harm
permutation,dense,aspect_ratio,fold,1,7,511216225,27,53.941613,60.799995,6.858382,harm
permutation,dense,aspect_ratio,fold,1,8,4135432340,27,53.941613,54.943924,1.002311,harm
permutation,dense,aspect_ratio,fold,1,9,246346294,27,53.941613,53.754243,-0.187370,neutral
permutation,dense,aspect_ratio,fold,2,0,64340181,27,43.306228,51.001973,7.695745,harm
permutation,dense,aspect_ratio,fold,2,1,2874498721,27,43.306228,56.671155,13.364927,harm
permutation,dense,aspect_ratio,fold,2,2,913983199,27,43.306228,56.660536,13.354308,harm
permutation,dense,aspect_ratio,fold,2,3,652464610,27,43.306228,62.311908,19.005680,harm
permutation,dense,aspect_ratio,fold,2,4,3696222492,27,43.306228,49.765005,6.458777,harm
permutation,dense,aspect_ratio,fold,2,5,222464003,27,43.306228,50.446128,7.139901,harm
permutation,dense,aspect_ratio,fold,2,6,551971278,27,43.306228,55.823044,12.516816,harm
permutation,dense,aspect_ratio,fold,2,7,1789044455,27,43.306228,58.526974,15.220746,harm
permutation,dense,aspect_ratio,fold,2,8,2163216471,27,43.306228,53.253331,9.947103,harm
permutation,dense,aspect_ratio,fold,2,9,1380941637,27,43.306228,51.659149,8.352922,harm
permutation,dense,aspect_ratio,fold,3,0,2820604621,26,58.930772,61.424900,2.494128,harm
permutation,dense,aspect_ratio,fold,3,1,2367705662,26,58.930772,60.526700,1.595929,harm
permutation,dense,aspect_ratio,fold,3,2,2099881897,26,58.930772,60.652071,1.721299,harm
permutation,dense,aspect_ratio,fold,3,3,405233711,26,58.930772,58.057514,-0.873257,neutral
permutation,dense,aspect_ratio,fold,3,4,514285569,26,58.930772,60.887214,1.956442,harm
permutation,dense,aspect_ratio,fold,3,5,1672907337,26,58.930772,59.432770,0.501999,neutral
permutation,dense,aspect_ratio,fold,3,6,881061252,26,58.930772,57.809162,-1.121610,improvement
permutation,dense,aspect_ratio,fold,3,7,2214825581,26,58.930772,58.415279,-0.515492,neutral
permutation,dense,aspect_ratio,fold,3,8,3971228986,26,58.930772,60.149476,1.218705,harm
permutation,dense,aspect_ratio,fold,3,9,2912594679,26,58.930772,62.794937,3.864165,harm
permutation,dense,aspect_ratio,fold,4,0,996969458,26,66.590015,63.453727,-3.136288,improvement
permutation,dense,aspect_ratio,fold,4,1,4220318424,26,66.590015,68.076567,1.486553,harm
permutation,dense,aspect_ratio,fold,4,2,1621613599,26,66.590015,68.394123,1.804108,harm
permutation,dense,aspect_ratio,fold,4,3,3110045466,26,66.590015,68.120768,1.530753,harm
permutation,dense,aspect_ratio,fold,4,4,3055537203,26,66.590015,69.192076,2.602061,harm
permutation,dense,aspect_ratio,fold,4,5,43456899,26,66.590015,66.202727,-0.387288,neutral
permutation,dense,aspect_ratio,fold,4,6,2269095700,26,66.590015,62.886215,-3.703799,improvement
permutation,dense,aspect_ratio,fold,4,7,1902329384,26,66.590015,63.487183,-3.102832,improvement
permutation,dense,aspect_ratio,fold,4,8,2719590471,26,66.590015,62.411352,-4.178663,improvement
permutation,dense,aspect_ratio,fold,4,9,4242667843,26,66.590015,59.032915,-7.557099,improvement
permutation,dense,aspect_ratio,fold,5,0,2610694864,26,51.972007,64.770527,12.798519,harm
permutation,dense,aspect_ratio,fold,5,1,533224264,26,51.972007,61.668237,9.696230,harm
permutation,dense,aspect_ratio,fold,5,2,885527937,26,51.972007,55.496811,3.524803,harm
permutation,dense,aspect_ratio,fold,5,3,2055653149,26,51.972007,59.040060,7.068052,harm
permutation,dense,aspect_ratio,fold,5,4,4039303410,26,51.972007,56.810981,4.838974,harm
permutation,dense,aspect_ratio,fold,5,5,901973544,26,51.972007,55.382901,3.410894,harm
permutation,dense,aspect_ratio,fold,5,6,3707062173,26,51.972007,59.822682,7.850674,harm
permutation,dense,aspect_ratio,fold,5,7,4202152949,26,51.972007,56.163414,4.191406,harm
permutation,dense,aspect_ratio,fold,5,8,3382367697,26,51.972007,55.349982,3.377975,harm
permutation,dense,aspect_ratio,fold,5,9,529306933,26,51.972007,53.846535,1.874527,harm
permutation,dense,aspect_ratio,oof,,0,,132,54.852306,58.237024,3.384718,harm
permutation,dense,aspect_ratio,oof,,1,,132,54.852306,60.772834,5.920528,harm
permutation,dense,aspect_ratio,oof,,2,,132,54.852306,60.145842,5.293537,harm
permutation,dense,aspect_ratio,oof,,3,,132,54.852306,59.724234,4.871928,harm
permutation,dense,aspect_ratio,oof,,4,,132,54.852306,58.993534,4.141229,harm
permutation,dense,aspect_ratio,oof,,5,,132,54.852306,56.520666,1.668360,harm
permutation,dense,aspect_ratio,oof,,6,,132,54.852306,58.839076,3.986770,harm
permutation,dense,aspect_ratio,oof,,7,,132,54.852306,59.481371,4.629065,harm
permutation,dense,aspect_ratio,oof,,8,,132,54.852306,57.174295,2.321990,harm
permutation,dense,aspect_ratio,oof,,9,,132,54.852306,56.164361,1.312055,harm
permutation,dense,bbox_area,fold,1,0,426442277,27,53.941613,60.847384,6.905771,harm
permutation,dense,bbox_area,fold,1,1,2685372155,27,53.941613,54.667937,0.726324,neutral
permutation,dense,bbox_area,fold,1,2,388429474,27,53.941613,54.664358,0.722745,neutral
permutation,dense,bbox_area,fold,1,3,259742599,27,53.941613,46.686972,-7.254641,improvement
permutation,dense,bbox_area,fold,1,4,2550855653,27,53.941613,54.813996,0.872383,neutral
permutation,dense,bbox_area,fold,1,5,2682692397,27,53.941613,48.004698,-5.936915,improvement
permutation,dense,bbox_area,fold,1,6,3820462364,27,53.941613,51.797301,-2.144312,improvement
permutation,dense,bbox_area,fold,1,7,1636656955,27,53.941613,53.037150,-0.904463,neutral
permutation,dense,bbox_area,fold,1,8,3274777263,27,53.941613,53.613877,-0.327736,neutral
permutation,dense,bbox_area,fold,1,9,569319691,27,53.941613,51.138330,-2.803283,improvement
permutation,dense,bbox_area,fold,2,0,3647177643,27,43.306228,48.016648,4.710420,harm
permutation,dense,bbox_area,fold,2,1,1434656890,27,43.306228,51.328423,8.022195,harm
permutation,dense,bbox_area,fold,2,2,3756785202,27,43.306228,47.901888,4.595660,harm
permutation,dense,bbox_area,fold,2,3,3396000707,27,43.306228,45.943486,2.637258,harm
permutation,dense,bbox_area,fold,2,4,3463457909,27,43.306228,55.533054,12.226826,harm
permutation,dense,bbox_area,fold,2,5,1676231391,27,43.306228,45.481809,2.175581,harm
permutation,dense,bbox_area,fold,2,6,4079853762,27,43.306228,50.757034,7.450806,harm
permutation,dense,bbox_area,fold,2,7,2941300109,27,43.306228,49.703342,6.397114,harm
permutation,dense,bbox_area,fold,2,8,3214457296,27,43.306228,47.278537,3.972309,harm
permutation,dense,bbox_area,fold,2,9,2812527551,27,43.306228,50.308916,7.002688,harm
permutation,dense,bbox_area,fold,3,0,1855807997,26,58.930772,57.591357,-1.339415,improvement
permutation,dense,bbox_area,fold,3,1,551171651,26,58.930772,56.149972,-2.780800,improvement
permutation,dense,bbox_area,fold,3,2,3913165090,26,58.930772,54.239564,-4.691207,improvement
permutation,dense,bbox_area,fold,3,3,2834918831,26,58.930772,57.040196,-1.890576,improvement
permutation,dense,bbox_area,fold,3,4,1715915598,26,58.930772,55.766747,-3.164025,improvement
permutation,dense,bbox_area,fold,3,5,3900815546,26,58.930772,58.152712,-0.778060,neutral
permutation,dense,bbox_area,fold,3,6,2761366294,26,58.930772,55.858527,-3.072244,improvement
permutation,dense,bbox_area,fold,3,7,809399716,26,58.930772,56.832169,-2.098603,improvement
permutation,dense,bbox_area,fold,3,8,2144013558,26,58.930772,54.682615,-4.248157,improvement
permutation,dense,bbox_area,fold,3,9,2582243471,26,58.930772,59.264851,0.334080,neutral
permutation,dense,bbox_area,fold,4,0,4294536734,26,66.590015,74.460745,7.870731,harm
permutation,dense,bbox_area,fold,4,1,1021997265,26,66.590015,65.916663,-0.673352,neutral
permutation,dense,bbox_area,fold,4,2,60146073,26,66.590015,67.211305,0.621291,neutral
permutation,dense,bbox_area,fold,4,3,3065910121,26,66.590015,75.715864,9.125849,harm
permutation,dense,bbox_area,fold,4,4,3745298856,26,66.590015,70.418682,3.828667,harm
permutation,dense,bbox_area,fold,4,5,2890525554,26,66.590015,67.276148,0.686133,neutral
permutation,dense,bbox_area,fold,4,6,3025239356,26,66.590015,62.304161,-4.285854,improvement
permutation,dense,bbox_area,fold,4,7,3880935405,26,66.590015,68.973665,2.383651,harm
permutation,dense,bbox_area,fold,4,8,3773815959,26,66.590015,67.931202,1.341187,harm
permutation,dense,bbox_area,fold,4,9,3482464805,26,66.590015,70.017048,3.427034,harm
permutation,dense,bbox_area,fold,5,0,3695115528,26,51.972007,50.745265,-1.226743,improvement
permutation,dense,bbox_area,fold,5,1,3393617188,26,51.972007,55.314288,3.342280,harm
permutation,dense,bbox_area,fold,5,2,3262969381,26,51.972007,57.176667,5.204660,harm
permutation,dense,bbox_area,fold,5,3,3387481138,26,51.972007,54.790860,2.818853,harm
permutation,dense,bbox_area,fold,5,4,643222228,26,51.972007,54.465388,2.493381,harm
permutation,dense,bbox_area,fold,5,5,2632464886,26,51.972007,54.812283,2.840276,harm
